time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
2000-09-17 12:00:00,280.819731,22.116831,98458.41,36.35738,1434.91,storm_0755,419.99,Category 1,Category 1
2000-09-17 18:00:00,280.20738,22.567055,98574.17,43.15282,321.7583,storm_0755,359.21,Category 2,Category 1
2000-09-18 00:00:00,279.63645,23.304536,97642.0,48.8407,0.0,storm_0755,275.17,Category 2,Category 1
2000-09-18 06:00:00,279.309973,23.721705,96987.22,53.26613,0.0,storm_0755,233.45,Category 3,Category 2
2000-09-18 12:00:00,278.979385,24.140671,97158.73,56.01767,0.0,storm_0755,199.33,Category 3,Category 2
2000-09-18 18:00:00,278.891349,24.592548,96777.75,48.24968,0.0,storm_0755,159.67,Category 2,Category 2
2000-09-19 00:00:00,278.721997,25.143379,96374.73,46.2697,0.0,storm_0755,128.3,Category 2,Category 2
2000-09-19 06:00:00,278.861703,25.517635,97010.73,46.55419,19.62,storm_0755,97.49,Category 2,Category 2
2000-09-19 12:00:00,278.687634,26.068933,97061.65,41.22224,39.24,storm_0755,115.12,Category 1,Category 2
2000-09-19 18:00:00,278.556933,26.228749,97442.69,35.45115,58.86,storm_0755,133.28,Category 1,Category 2
2000-09-20 00:00:00,278.853828,26.201581,96803.4,38.5937,58.86,storm_0755,105.02,Category 1,Category 2
2000-09-20 06:00:00,278.853828,26.201581,95979.81,43.21387,58.86,storm_0755,105.02,Category 2,Category 3
2000-09-20 12:00:00,279.123545,26.415807,96258.6,40.84154,39.24,storm_0755,97.58,Category 1,Category 2
2000-09-20 18:00:00,278.722889,26.361586,96854.73,39.14316,65.67923,storm_0755,125.07,Category 1,Category 2
2000-09-21 00:00:00,278.992226,26.576118,96743.69,37.84279,73.2468,storm_0755,119.55,Category 1,Category 2
2000-09-21 06:00:00,278.813013,27.128069,97078.34,36.33759,98.10001,storm_0755,179.21,Category 1,Category 2
2000-09-21 12:00:00,278.846619,27.420931,97531.93,34.56712,104.3406,storm_0755,205.7,Category 1,Category 1
2000-09-21 18:00:00,278.765446,28.055083,97827.21,33.54855,193.1626,storm_0755,273.16,Category 1,Category 1
2000-09-22 00:00:00,279.350969,29.219794,97651.54,35.33925,0.0,storm_0755,385.48,Category 1,Category 1
2000-09-22 06:00:00,280.131979,30.363504,97398.65,41.25845,0.0,storm_0755,511.29,Category 1,Category 2
2000-09-22 12:00:00,281.143215,31.564555,97011.57,40.12321,0.0,storm_0755,657.1,Category 1,Category 2
2000-09-22 18:00:00,281.628245,32.192904,96738.18,45.02718,0.0,storm_0755,735.6,Category 2,Category 2
2000-09-23 00:00:00,282.197594,33.580389,96625.21,38.76763,0.0,storm_0755,898.4,Category 1,Category 2
2000-09-23 06:00:00,282.329131,34.922957,97216.65,31.67087,359.5942,storm_0755,1045.81,Tropical Storm,Category 2
2000-09-23 12:00:00,281.932439,35.350375,98083.56,25.27408,375.356,storm_0755,1084.18,Tropical Storm,Category 1
2000-09-23 18:00:00,281.354809,35.648844,98683.72,18.84554,1084.229,storm_0755,1107.98,Tropical Storm,Category 1
2000-09-24 00:00:00,280.741384,35.475419,99338.47,16.07226,1121.915,storm_0755,1082.43,Tropical Depression,Tropical Storm
2000-09-24 06:00:00,280.566926,35.346737,99915.33,12.46334,1395.48,storm_0755,1066.89,Tropical Depression,Tropical Storm
2000-09-24 12:00:00,279.710677,35.430524,100195.4,7.809525,2002.773,storm_0755,1073.66,Tropical Depression,Tropical Depression
2000-09-24 18:00:00,279.384473,35.461286,100461.8,6.561028,2233.39,storm_0755,1077.75,Tropical Depression,Tropical Depression
